date,year,type,country,state,activity,sex,age,injury,species,source
2021-05-23,2021,Unprovoked,Usa,South Carolina,Swimming activities/sports,M,26,Minor injuries to foot and ankle,Other,"K. McMurray, TrackingSharks.com"
2021-05-21,2021,Unprovoked,Australia,Western Australia,Other,M,48,Lacerations to right hand and forearm,Other,"B. Myatt, GSAF"
2021-05-18,2021,Unprovoked,Australia,New South Wales,Board activities/sports,M,59,FATAL,White Shark,"S. De Marchi & B. Myatt, GSAF"
2021-05-15,2021,Unprovoked,Usa,Hawaii,Board activities/sports,M,35,2- to 3-inch cuts to posterior thigh,Tiger Shark,"Star Advertiser, 5/15/2021"
2021-05-12,2021,Provoked,Belize,Ambergris Key,Fishing activities,M,57,Right hand bitten,Other,GSAF
2021-05-06,2021,Unprovoked,Usa,Florida,Other,F,21,Nick on foot,Other,"Daytona Beach News-Journal, 5/6/2021"
2021-05-03,2021,Unprovoked,Usa,Hawaii,Board activities/sports,M,14,Lacerations to shin and calf,Other,"K. McMurray, TrackingSharks.com"
2021-05-01,2021,Unprovoked,Jamaica,Westmoreland Parish,Other,M,53,FATAL,Other,"K. McMurray, TrackingSharks.com"
2021-04-30,2021,Unprovoked,Usa,Florida,Board activities/sports,F,64,Foot bitten,Other,"K. McMurray, TrackingSharks.com"
2021-04-29,2021,Unprovoked,Usa,Florida,Board activities/sports,M,54,Right leg bitten,Other,"Vero Beach, 04/29/2021"
2021-04-24,2021,Unprovoked,French Polynesia,Tahiti,Other,M,25,"No injury, canoe bitten",Other,"J. Marchand, GSAG"
2021-04-24,2021,Unprovoked,New Caledonia,,Board activities/sports,M,53,FATAL,Other,"K. McMurray, TrackingSharks.com"
2021-04-20,2021,Unprovoked,Usa,Hawaii,Swimming activities/sports,F,57,Puncture wound to knee,Tiger Shark,"K. McMurray, TrackingSharks.com"
2021-04-19,2021,Unprovoked,Australia,Western Australia,Other,M,,Laceration to foot,Other,"K. McMurray, TrackingSharks.com"
2021-04-17,2021,Provoked,Usa,North Carolina,Fishing activities,,,"No injury to occupants, shark bit boat after being tagged",Other,"News Observer, 4/29/2021"
2021-04-14,2021,Unprovoked,South Africa,KwaZulu-Natal,Other,M,38,Minor injury to head,Other,"M. Michelson, GSAFand K. McMurray, TrackingSharks.com"
2021-04-13,2021,Unprovoked,South Africa,Eastern Cape Province,Board activities/sports,M,38,FATAL,White Shark,"K. McMurray, TrackingSharks.com"
2021-04-02,2021,Unprovoked,Usa,Florida,Swimming activities/sports,M,36,1-inch cut to leg,Other,"K. McMurray, TrackingSharks.com"
2021-03-30,2021,Unprovoked,Usa,Florida,Other,M,,Cuts to both feet,Other,"K. McMurray, TrackingSharks.com"
2021-03-27,2021,Unprovoked,Australia,Western Australia,Other,M,27,Injury to calf,Bull Shark,"K. McMurray, TrackingSharks.com"
2021-03-26,2021,Unprovoked,French Polynesia,Marquesas,Swimming activities/sports,M,10,,Other,"Polynésie 1, 3/26/2021"
2021-03-25,2021,Unprovoked,Usa,Florida,Other,F,16,"Injuries to hands, arm and knees",Other,"K. McMurray, TrackingSharks.com"
2021-03-25,2021,Unprovoked,Usa,Florida,Swimming activities/sports,M,7,Lacerations to right hand,Other,"M. Michaelson, GSAF and K.. McMurray, TrackingSharks.com "
2021-03-21,2021,Unprovoked,Usa,Florida,Board activities/sports,M,9,Left shoulder bitten,Other,"M. Michaelson, GSAF and K.. McMurray, TrackingSharks.com "
2021-03-20,2021,Unprovoked,Australia,Western Australia,Board activities/sports,M,75,"No injury, board bitten",Black Shark,"S. De Marchi, GSAF and K. McMurray, TrackingSharks.com"
2021-03-18,2021,Unprovoked,Usa,Florida,Other,M,20,Left forearm bitten,Black Shark,"K. McMurray, TrackingSharks.com"
2021-03-02,2021,Unprovoked,New Caledonia,Loyalty Islands,Other,M,16,Left leg bitten,Tiger Shark,"Franceinfo, 3/2/2021"
2021-02-28,2021,Unprovoked,New Caledonia,,Swimming activities/sports,M,57,Right leg bitten but death due to heart attack,Tiger Shark,"K. McMurray, TrackingSharks.com and  B. Myatt, GSAF"
2021-02-20,2021,Provoked,Australia,Queensland,Other,M,,Superficial wound       PROVOKED INCIDENT,Bull Shark,"S. De Marchi, GSAF"
2021-02-06,2021,Unprovoked,Usa,Hawaii,Board activities/sports,M,,"No injury, surfboard bitten",Other,"K. McMurray, TrackingSharks.com"
2021-02-02,2021,Exogens,Australia,South Australia,Board activities/sports,M,17,"No injury, surf ski bitten",Bronze Shark,"K.  McMurray, TrackingSharks.com"
2021-02-02,2021,Exogens,Usa,Maui,Board activities/sports,M,45 and 15,"No injury, kayak bitten",White Shark,"K.  McMurray, TrackingSharks.com"
2021-01-29,2021,Unprovoked,Australia,Western Australia,Swimming activities/sports,F,46,Puncture wounds to foot,Other,"M. Michaelson, GSAF"
2021-01-27,2021,Unprovoked,New Zealand,North Island,Swimming activities/sports,M,61,Minor puncture wound to arm,Other,"K. McMurray, TrackingSharks.com"
2021-01-23,2021,Unprovoked,Australia,New South Wales,Swimming activities/sports,M,58,Severe lacerations to left arm ,Other,"S. DeMarchi & B. Myatt, GSAF, K. McMurray, TrackingSharks.com"
2021-01-22,2021,Exogens,Usa,Florida,Other,,,No injury to occupants,White Shark,"J. McCallister, GSAF"
2021-01-22,2021,Unprovoked,Usa,Hawaii,Swimming activities/sports,M,73,Puncture wounds to left calf,Other,"Kevin McMurray, TrackingSharks.com"
2021-01-21,2021,Unprovoked,Australia,South Australia,Swimming activities/sports,M,32,FATAL,White Shark,"S. DeMarchi & R. Babington, GSAF and K. McMurray, TrackingSharks.com"
2021-01-13,2021,Unprovoked,Brazil,Pernambuco,Board activities/sports,M,52,Puncture wounds to right hand,Other,"K. McMurray, TrackingSharks.com"
2021-01-13,2021,Unprovoked,Australia,Western Australia,Swimming activities/sports,M,54,Severe injury to leg and broken him,Bull Shark,"B. Myatt, GSAF & K. McMurray, TrackingSharks.com"
2021-01-11,2021,Unprovoked,Australia,Victoria,Swimming activities/sports,M,7,Injury to leg,Other,"B. Myatt, GSAF & K. McMurray, TrackingSharks.com"
2021-01-09,2021,Unprovoked,St Kitts / Nevis,The Narrows,Board activities/sports,F,26,"Severe injury to left leg, resulting in amputation above the knee",Other,"K. McMurray, TrackingSharks.com"
2021-01-07,2021,Unprovoked,New Zealand,North Island,Swimming activities/sports,F,19,FATAL,Other,"C. Black, GSAF"
2021-01-03,2021,Unprovoked,Usa,Florida,Board activities/sports,M,19,"No injury, board damaged",Other,"K. McMurray, TrackingSharks.com"
2021-01-02,2021,Unprovoked,Usa,Florida,Board activities/sports,M,17,1.5 cut to ankle,Other,"K. McMurray, TrackingSharks.com"
2021-01-02,2021,Unprovoked,Usa,Hawaii,Swimming activities/sports,F,68,Significant injury to right lower leg,Other,"K. McMurray, TrackingSharks.com"
2020-12-30,2020,Unprovoked,Usa,California,Swimming activities/sports,M,,No injury. Swim fin bittten,White Shark,"K. McMurray, TrackingSharks.com"
2020-12-23,2020,Unprovoked,Maldives,Raa Atoll,Boat activities,M,40,Injuries to leg,Other,Raajee.mv
2020-12-10,2020,Unprovoked,St Martin,,Swimming activities/sports,F,39,FATAL,Tiger Shark,"Kevin McMurray, TrackingSharks.com & D. Baldwin"
2020-12-09,2020,Unprovoked,Australia,Western Australia,Board activities/sports,M,,"No injury, Board bitten",Other,"M. Michelson, GSAF & K. McMurray, Tracking Sharks.com"
2020-12-08,2020,Unprovoked,Usa,Hawaii,Board activities/sports,M,56,FATAL,Tiger Shark,"M. Michelson, GSAF & K. McMurray, Tracking Sharks.com"
2020-12-06,2020,Unprovoked,Usa,Oregon,Board activities/sports,M,20,Non-life-threatening to left lower leg & foot,Other,"R. Collier, GSAF & K. McMurray, TrackingSharks.com"
2020-12-06,2020,Unprovoked,Australia,South Australia,Board activities/sports,M,29,Non-life-threatening injuries to buttock and thigh,White Shark,"B. Myatt, GSAF"
2020-12-02,2020,Unprovoked,Egypt,South Sinai,Swimming activities/sports,F,42,Left shoulder bitten,White Shark,"Kevin McMurray, TrackingSharks.com"
2020-11-26,2020,Unprovoked,Usa,Hawaii,Swimming activities/sports,F,35,Severe injury to torso,Other,"K. McMurray, TrackingSharks.com"
2020-11-23,2020,Unprovoked,New Caledonia,South Province,Swimming activities/sports,F,,Three 3-inch lacerations to thigh,Tiger Shark,"K. McMurray, TrackingSharks.com"
2020-11-22,2020,Unprovoked,Australia,Western Australia,Board activities/sports,M,59,FATAL,Bull Shark,"K. McMurray, TrackingSharks.com"
2020-11-02,2020,Unprovoked,Australia,New South Wales,Board activities/sports,M,13,"Minor injury to left foot, leg and finger",Other,"B. Myatt, GSAF"
2020-10-31,2020,Unprovoked,Usa,Florida,Swimming activities/sports,M,17,Minor injuries,Black Shark,"K. McMurray, TrackingSharks.com"
2020-10-30,2020,Unprovoked,Bahamas, Grand Bahama Island,Other,M,,Hand/wrist bitten,Other,"Bahamas Tribune, 11/4/2020"
2020-10-29,2020,Unprovoked,Usa,"Franklin County, Florida",Board activities/sports,M,,Hand bitten,Other,"K. McMurray, Tracking Sharks"
2020-10-25,2020,Unprovoked,Egypt,South Sinai,Swimming activities/sports,,,"Boy lost arm, dive guide lost leg, ",Other,"K. McMurray, Tracking Sharks"
2020-10-24,2020,Unprovoked,Australia,Queensland,Other,M,59,Severe injury to thigh,Other,"B. Myatt, GSAF"
2020-10-21,2020,,Usa,North Carolina,Board activities/sports,M,,Laceration to knee and foot,Other,"C. Creswell, GSAF"
2020-10-09,2020,Unprovoked,Australia,Western Australia,Board activities/sports,M,52,FATAL,Other,"B. Myatt, GSAF"
2020-10-07,2020,Unprovoked,Usa,Florida,Board activities/sports,M,31,Laceration to lower leg,Black Shark,"K. McMurray, TrackingSharks.com"
2020-10-04,2020,Unprovoked,Australia,Western Australia,Board activities/sports,M,17,"No injury, knocked off board when shark grabbed his leg rope",Bronze Shark,"B. Myatt, GSAF"
2020-09-29,2020,Provoked,Usa,Florida,Other,M,,Minor lacerations to right foot when he stepped on the shark PROVOKED INCIDENT,Other,"K.McMurray, TrackingSharks.com"
2020-09-21,2020,,Usa,Hawaii,Swimming activities/sports,F,61,Lacerations and puncture wounds to shoulder,Other,Maui  Now. 9/21/2020
2020-09-20,2020,Unprovoked,Usa,Florida,Swimming activities/sports,M,30,Severe bite to shoulder,Bull Shark,"Nine News, 8/30/2020"
2020-09-17,2020,Provoked,Australia,Queensland,Other,M,50s,Arm bitten by hooked shark PROVOKED INCIDENT,White Shark,"K. McMurray, Tracking Sharks.com and B. Myatt, GSAF"
2020-09-16,2020,Unprovoked,Australia,New South Wales,Board activities/sports,M,,"No injury, board bitten",White Shark,"B. Myatt, GSAF"
2020-09-16,2020,,Usa,Florida,Swimming activities/sports,M,48,Minor cuts and punctures to left foot,Other,"K. McMurray, TrackingSharks.com"
2020-09-15,2020,Unprovoked,Usa,Florida,Board activities/sports,M,15,Cuts to right hand and wrist,Other,"K. McMurray, TrackingSharks.com"
2020-09-15,2020,Unprovoked,Usa,Florida,Board activities/sports,M,25,Left arm bitten,Other,"K. McMurray, TrackingSharks.com"
2020-09-08,2020,,Usa,Florida,Board activities/sports,M,54,Hand bitten that was holding a fish PROVOKED INCIDENT,Other,"Click Orlando, 9/8/2020"
2020-09-07,2020,Unprovoked,Australia,Queensland,Board activities/sports,M,46,FATAL,White Shark,"B. Myatt, GSAF"
2020-09-06,2020,Unprovoked,Usa,Hawaii,Swimming activities/sports,F,70,Ankle bitten,Other,"K. McMurray, TrackingSharks.com & M. Michaelson, GSAF"
2020-09-02,2020,Unprovoked,Usa,Florida,Other,M,,Minor injury to forearm,Other,"YouTube, 9/2/2020"
2020-08-30,2020,Exogens,Australia,New South Wales,Fishing activities,,,"Shark bit boat, no injury to occupant",White Shark,"Nine News, 8/30/2020"
2020-08-30,2020,Unprovoked,Usa,South Carolina,Board activities/sports,M,12,Injury to right foot and ankle,Other,"K. McMurray, TrackingSharks.com and C. Creswell, GSAF"
2020-08-28,2020,Unprovoked,Usa,California,Board activities/sports,M,,"No injury, kayak damaged",White Shark,"Sacramento Bee, 9/1/2020"
2020-08-23,2020,Unprovoked,Usa,Florida,Playing or floating in the water,M,23,Minor injury to foot,Other,"K. McMurray, TrackingSharks.com and C. Creswell, GSAF"
2020-08-22,2020,Unprovoked,Usa,Florida,Board activities/sports,M,14,Lacerations to sole of left foot,Other,"K. McMurray, TrackingSharks.com"
2020-08-20,2020,Unprovoked,Usa,Florida,Board activities/sports,F,50,Minor lacerations to left leg,Other,"K. McMurray, TrackingSharks.com"
2020-08-19,2020,,Usa,South Carolina,Other,F,,Minor injury to arm by a fish,Other,"C. Creswell, GSF"
2020-08-14,2020,Unprovoked,Australia,New South Wales,Board activities/sports,F,35,Lacerations to right calf and posterior thigh,White Shark,"B. Myatt, GSAF"
2020-08-10,2020,Provoked,Usa,Florida,Other,M,55,Injury to left forearm by hooked shark PROVOKED INCIDENT,Black Shark,"K. McMurray, TrackingSharks.com"
2020-08-02,2020,Unprovoked,Usa,Virgin Islands,Swimming activities/sports,F,,Lacerations to hand and wrist,Other,"K. McMurray, TrackingSharks.com"
2020-08-01,2020,Unprovoked,Usa,North Carolina,Board activities/sports,M,54,"No Injury, but board bitten",Other,"C. Creswell, GSAF"
2020-07-31,2020,Unprovoked,Usa,Florida,Board activities/sports,F,22,Lacerations to foot ,Other,"K. McMurray, TrackingSharks.com"
2020-07-31,2020,Unprovoked,Usa,Alabama,Swimming activities/sports,M,14,Lacerations to foot and toes,Black Shark,"K. McMurray, TrackingSharks.com"
2020-07-31,2020,Unprovoked,Australia,Western Australia,Board activities/sports,M,28,Lacerations to leg,White Shark,"J. Marchand, GSAF"
2020-07-29,2020,Unprovoked,Usa,Florida,Swimming activities/sports,M,38,Lower leg bitten,Lemon Shark,"J. Marchand, GSAF & K. McMurray, TrackingSharks.com"
2020-07-29,2020,Exogens,Australia,Tasmania,Playing or floating in the water,,,"No injury to occupants, injury to shark attempting to swallow anchor",White Shark,"C. Black, GSAF"
2020-07-27,2020,Unprovoked,French Polynesia,Tuamotu Islands,Swimming activities/sports,M,4,Leg bitten,Black Shark,"J. Marchand, GSAF"
2020-07-27,2020,Unprovoked,Usa,Maine,Swimming activities/sports,F,63,FATAL,White Shark,"J. Marchand, GSAF"
2020-07-23,2020,Unprovoked,Usa,Bahamas,Other,M,23,Lacerations to legs,Other,"K. McMurray, TrackingSharks.com & M. Michaelson, GSAF"
2020-07-23,2020,Unprovoked,Usa,Florida,Playing or floating in the water,M,11,Foot bitten,Other,"K. McMurray, TrackingSharks.com"
2020-07-22,2020,Unprovoked,Usa,North Carolina,Swimming activities/sports,M,,Left calf & foot bitten,Bull Shark,"C. Creswell & E. Ritter, GSAF"
2020-07-19,2020,Unprovoked,Usa,Florida,Other,F,12,Right leg bitten,Other,"K. McMurray, TrackingSharks.com"
2020-07-17,2020,Unprovoked,Australia,Tasmania,Other,M,10,"Lacerations to arm, head & chest",White Shark,"C. Black, GSAF"
2020-07-14,2020,Unprovoked,Usa,Florida,Other,F,14,Severe bite to right foot,Bull Shark,"K. McMurray, TrackingSharks.com"
2020-07-13,2020,Unprovoked,Australia,Queensland,Swimming activities/sports,F,29,Injury to lower left leg and ankle,Other,"B. Myatt, M. Michaelson, J. Marchand . GSAF and  K. McMurray, TrackingSharks.com"
2020-07-11,2020,Unprovoked,Australia,New South Wales,Board activities/sports,M,15,FATAL,White Shark,"B. Myatt, GSAF"
2020-07-04,2020,Unprovoked,Australia,Queensland,Other,M,36,FATAL,Other,"B. Myatt & M. Michaelson, and  K. McMurray, TrackingSharks.com"
2020-06-22,2020,Unprovoked,Usa,Florida,Playing or floating in the water,M,7,Cuts to lower leg,Bull Shark,"K. McMurray, TrackingSharks.com"
2020-06-20,2020,Unprovoked,Usa,North Carolina,Board activities/sports,M,16,Injury to thigh,Other,"T. Arthur, M. Michaelson, GSAF & K. McMurrray, TrackingSharks.com"
2020-06-20,2020,Unprovoked,Bahamas,Exumas,Other,,,,Other,"M. Michaelson, GSAF"
2020-06-16,2020,Unprovoked,South Africa,KwaZulu-Natal,Board activities/sports,F,,"No inury, ski damaged",Other,"K. McMurray, TrackingSharks.com"
2020-06-10,2020,Unprovoked,New Caledonia,South Province,Board activities/sports,M,30,FATAL,Tiger Shark,"J. Marchand, GSAF"
2020-06-07,2020,Unprovoked,Australia,New South Wales,Board activities/sports,M,60,FATAL,White Shark,"M. Michaelson & B. Myatt, GSAF"
2020-06-06,2020,Unprovoked,Australia,Western Australia,Other,F,,,Other,"B. Myatt & K. McMurray, TrackingSharks.com"
2020-06-04,2020,,Usa,Delaware,Board activities/sports,M,12,Puncture wounds to leg,Other,"K. McMurray, TrackingSharks.com"
2020-06-01,2020,Unprovoked,Usa,Hawaii,Board activities/sports,M,,Cut to index finger of hand,Tiger Shark,"K. McMurray, TrackingSharks.com"
2020-05-31,2020,Unprovoked,Bahamas,Abaco Islands,Other,M,,Lacerations to left hand,Bull Shark,"M. Michaelson, GSAF"
2020-05-30,2020,Unprovoked,Australia,Queensland,Other,M,18,"No injury, swim fin bitten",Bull Shark,"B. Myatt, GSAF & K. McMurray, TrackingSharks.com"
2020-05-28,2020,Unprovoked,Thailand,"Muang district of Satun province, ",Playing or floating in the water,M,12,Left foot bitten,Bull Shark,"K. McMurray, TrackingSharks.com"
2020-05-09,2020,Unprovoked,Usa,California,Board activities/sports,M,26,FATAL,White Shark,"R. Collier, GSAF, K. McMurray, TrackingSharks.com"
2020-05-08,2020,Unprovoked,Australia,Victoria,Board activities/sports,M,,Leg injured,Other,"K. McMurray, TrackingSharks.com"
2020-05-01,2020,Unprovoked,Usa,California,Swimming activities/sports,F,57,2 lacerations to foot,Other,"R. Collier, GSAF, K. McMurray, TrackingSharks.com"
2020-04-29,2020,,Usa,California,Board activities/sports,M,16,Minor injury to ankle from stingray ,Other,"K. McMurray, TrackingSharks.com and M. Michaelson, GSAF"
2020-04-21,2020,Unprovoked,Australia,New South Wales,Swimming activities/sports,F,,Lacerations to foot,Other,"B. Myatt, GSAF & K. McMurray, TrackingSharks.com"
2020-04-07,2020,Unprovoked,Usa,Florida,Board activities/sports,F,,Foot bitten,Bull Shark,"K. McMurray, TrackingSharks.com"
2020-04-06,2020,Unprovoked,Australia,Queensland,Swimming activities/sports,M,23,FATAL,Other,"B. Myatt, R. Collier & M. Michaelson, GSAF and, K. McMurray, TrackingSharks.com"
2020-04-06,2020,Unprovoked,Australia,New South Wales,Board activities/sports,M,38,Right hand bitten,Other,"B. Myatt & M. Michaelson, GSAF and, K. McMurray, TrackingSharks.com"
2020-03-27,2020,Unprovoked,Usa,California,Board activities/sports,M,Teen,"No injury, paddleboard bitten",Other,"KSBW, 03/28/2020"
2020-03-22,2020,Unprovoked,Usa,Florida,Board activities/sports,M,,Left foot bitten ,Other,"K.McMurray, TrackingSharks.com"
2020-03-22,2020,Unprovoked,Usa,Florida,Board activities/sports,M,,Left foot bitten when he jumped on the shark  PROVOKED INCIDENT,Other,"K.McMurray, TrackingSharks.com"
2020-03-21,2020,Unprovoked,Australia,Queensland,Other,F,,Arm injured,Other,"B. Myatt, GSAF"
2020-03-14,2020,Provoked,New Zealand,North Island,Board activities/sports,M,,"PROVOKED INCIDENT No injury, shark nudged kayak repeatedly",White Shark,"K. McMurray, TrackingSharks.com"
2020-03-02,2020,Unprovoked,Fiji,Vanua Levu,Other,M,26,Lacerations to right elbow,Other,"K. McMurray, TrackingSharks.com"
2020-02-22,2020,Unprovoked,New Zealand,North Island,Board activities/sports,M,60,"Minor injury, surfboard bitten",White Shark,"NZ Herald, 2/22/2020"
2020-02-05,2020,Unprovoked,Usa,Maui,Board activities/sports,M,,"No injury, but paddleboard bitten",Tiger Shark,"K. McMurray, TrackingSharks.com"
2010-02-01,2020,Unprovoked,French Polynesia,Marquesas,Other,M,,"No injury, but canoe was scratched",Other,"TNTV, 2/6/2020"
2020-01-30,2020,Provoked,Bahamas,Exumas,Playing or floating in the water,F,24,PROVOKED INCIDENT  Scratches to left wrist,Other,"K. McMurray, TrackingSharks.com"
2020-01-17,2020,Unprovoked,Australia,New South Wales,Board activities/sports,M,59,Laceration ot left ankle and foot,Other,"B. Myatt & M. Michaelson, GSAF; K. McMurray, TrackingSharks.com"
2020-01-16,2020,Unprovoked,New Zealand,Southland,Board activities/sports,F,13,Minor injury to lower leg,Other,"K. McMurray, TrackingSharks.com"
2020-01-13,2020,Unprovoked,Usa,North Carolina,Board activities/sports,M,26,Lacerations to foot,Other,"C. Creswell, GSAF"
2020-01-12,2020,Unprovoked,Thailand,Phang Nga Province,Swimming activities/sports,M,75,Calf bitten,Other,"K. McMurray, TrackingSharks.com"
